Package,LibPath,Version,Priority,License,License_is_FOSS,NeedsCompilation,Built
rcmdcheck,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.2,NA,MIT + file LICENSE,NA,no,3.5.0
RColorBrewer,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-2,NA,Apache License 2.0,NA,no,3.5.0
Rcpp,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.0,NA,GPL (>= 2),NA,yes,3.5.1
RcppArmadillo,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.200.5.0,NA,GPL (>= 2),NA,yes,3.5.1
RcppEigen,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.3.5.0,NA,GPL (>= 2) | file LICENSE,NA,yes,3.5.0
RcppParallel,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.4.2,NA,GPL-2,NA,yes,3.5.0
RcppProgress,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.1,NA,GPL (>= 3),NA,no,3.5.0
RcppRoll,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0,NA,GPL (>= 2),NA,yes,3.5.0
RCurl,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.95-4.11,NA,BSD,NA,yes,3.5.1
readbitmap,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.5,NA,GPL (>= 2),NA,no,3.5.0
reader,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.6,NA,GPL (>= 2),NA,no,3.5.0
readr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.1,NA,GPL (>= 2) | file LICENSE,NA,yes,3.5.2
readxl,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.0,NA,GPL-3,NA,yes,3.5.2
recipes,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.4,NA,GPL-2,NA,no,3.5.0
RefManageR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.0,NA,GPL-2 | GPL-3 | BSD_3_clause + file LICENSE,NA,no,3.5.0
registry,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5,NA,GPL-2,NA,no,3.5.0
regtest,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.05,NA,file LICENSE,NA,NA,3.5.0
relimp,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-5,NA,GPL (>= 2),NA,no,3.5.2
relsurv,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.2-3,NA,GPL,NA,yes,3.5.1
rematch,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.1,NA,MIT + file LICENSE,NA,no,3.5.0
rematch2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0.1,NA,MIT + file LICENSE,NA,no,3.5.0
remedy,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,MIT + file LICENSE,NA,no,3.5.1
remotes,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0.2,NA,GPL (>= 2),NA,no,3.5.0
repmis,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5,NA,GPL (>= 3),NA,no,3.5.0
reports,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.4,NA,GPL-2,NA,no,3.5.0
represtools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.2,NA,GPL (>= 3),NA,no,3.5.0
reprex,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.1,NA,MIT + file LICENSE,NA,no,3.5.1
reshape,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8.8,NA,MIT + file LICENSE,NA,yes,3.5.1
reshape2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.3,NA,MIT + file LICENSE,NA,yes,3.5.0
reticulate,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.10,NA,Apache License 2.0,NA,yes,3.5.1
revealjs,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9,NA,MIT + file LICENSE,NA,no,3.5.0
rex,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.2,NA,MIT + file LICENSE,NA,no,3.5.0
rgdal,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3-6,NA,GPL (>= 2),NA,yes,3.5.1
rgenoud,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,5.8-2.0,NA,GPL-3,NA,yes,3.5.0
rgeos,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-2,NA,GPL (>= 2),NA,yes,3.5.1
rggobi,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.1.22,NA,BSD_3_clause + file LICENSE,NA,yes,3.5.1
rgl,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.99.16,NA,GPL,NA,yes,3.5.0
RGoogleAnalytics,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.6,NA,Apache License 2.0,NA,no,3.5.0
RGoogleAnalyticsPremium,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.1,NA,Apache License 2.0,NA,no,3.5.0
RgoogleMaps,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.3,NA,GPL,NA,no,3.5.1
RGraphics,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0-14,NA,GPL,NA,no,3.5.0
RGtk2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.20.35,NA,GPL,NA,yes,3.5.0
rhdf5,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.12.0,NA,Artistic-2.0,NA,yes,3.2.0
rio,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.16,NA,GPL-2,NA,no,3.5.1
rjags,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4-8,NA,GPL (== 2),NA,yes,3.5.1
rJava,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9-10,NA,GPL-2,NA,yes,3.5.0
RJDBC,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2-7.1,NA,MIT + file LICENSE,NA,no,3.5.0
rjson,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.20,NA,GPL-2,NA,yes,3.5.0
RJSONIO,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3-1.1,NA,BSD_3_clause + file LICENSE,NA,yes,3.5.1
rlang,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0.1,NA,GPL-3,NA,yes,3.5.1
rlist,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.6.1,NA,MIT + file LICENSE,NA,no,3.5.0
rmarkdown,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.11,NA,GPL-3,NA,no,3.5.0
RMongo,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.25,NA,GPL-3,NA,no,3.5.0
Rmpfr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7-1,NA,GPL (>= 2),NA,yes,3.5.1
Rmpi,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6-9,NA,GPL (>= 2),NA,yes,3.5.1
rms,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,5.1-2,NA,GPL (>= 2),NA,yes,3.5.0
rmsfact,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.3,NA,GPL-3,NA,no,3.5.0
rmutil,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.1,NA,GPL-2,NA,yes,3.5.0
rnaturalearth,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,MIT + file LICENSE,NA,no,3.5.0
rngtools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.1,NA,GPL-3,NA,no,3.5.0
RNifti,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.10.0,NA,GPL-2,NA,yes,3.5.1
robust,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-18,NA,GPL-2,NA,yes,3.5.2
robustbase,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.93-3,NA,GPL (>= 2),NA,yes,3.5.1
ROCR,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-7,NA,GPL (>= 2),NA,no,3.5.0
roxygen2,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,6.1.1,NA,GPL (>= 2),NA,yes,3.5.1
rpart,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.1-13,recommended,GPL-2 | GPL-3,NA,yes,3.5.0
rpart.plot,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.0.6,NA,GPL-3,NA,no,3.5.0
RPostgreSQL,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6-2,NA,GPL-2 | file LICENSE,NA,yes,3.5.0
rprojroot,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3-2,NA,GPL-3,NA,no,3.5.0
RQGIS,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.4,NA,GPL-3,NA,no,3.5.1
rrcov,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4-7,NA,GPL (>= 2),NA,yes,3.5.2
RRF,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.9,NA,GPL (>= 2),NA,yes,3.5.1
RSAGA,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.0,NA,GPL-2 | file LICENSE,NA,no,3.5.1
rsample,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.3,NA,GPL-2,NA,no,3.5.0
rsconnect,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8.12,NA,GPL-2,NA,no,3.5.1
RSelenium,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.7.4,NA,AGPL-3,NA,no,3.5.0
RSpectra,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.13-1,NA,MPL (>= 2),NA,yes,3.5.0
RSQLite,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.1.1,NA,LGPL (>= 2),NA,yes,3.5.0
RSQLServer,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0,NA,GPL-2,NA,no,3.4.0
rstan,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.18.2,NA,GPL (>= 3),NA,yes,3.5.1
rstanarm,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.18.2,NA,GPL (>= 3),NA,yes,3.5.1
rstantools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5.1,NA,GPL (>= 3),NA,no,3.5.0
rstudioapi,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8,NA,MIT + file LICENSE,NA,no,3.5.0
RTextTools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.2,NA,GPL-3,NA,yes,3.5.0
Rttf2pt1,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.7,NA,file LICENSE,yes,yes,3.5.0
rtweet,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.8,NA,MIT + file LICENSE,NA,no,3.5.0
rversions,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.3,NA,MIT + file LICENSE,NA,no,3.5.0
rvest,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.2,NA,GPL-3,NA,no,3.5.0
rvg,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.9,NA,GPL-3,NA,yes,3.5.0
RWeka,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-39,NA,GPL-2,NA,no,3.5.1
RWekajars,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.9.3-1,NA,GPL-2,NA,no,3.5.1
Ryacas,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3-4,NA,GPL-2,NA,yes,3.5.0
S4Vectors,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.5,NA,Artistic-2.0,NA,yes,3.2.2
sampling,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.8,NA,GPL (>= 2),NA,yes,3.5.1
sandwich,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.5-0,NA,GPL-2 | GPL-3,NA,no,3.5.1
scales,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.0,NA,MIT + file LICENSE,NA,yes,3.5.0
scatterplot3d,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3-41,NA,GPL-2,NA,no,3.5.0
scico,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.0,NA,MIT + file LICENSE,NA,no,3.5.0
scryr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.0.9000,NA,MIT + file LICENSE,NA,NA,3.5.0
scyr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.0.9000,NA,MIT + file LICENSE,NA,NA,3.5.0
seewave,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.1.0,NA,GPL (>= 2),NA,yes,3.5.0
segmented,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5-3.0,NA,GPL,NA,no,3.5.0
selectr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-1,NA,BSD_3_clause + file LICENCE,NA,no,3.5.0
sem,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.1-9,NA,GPL (>= 2),NA,yes,3.5.0
semver,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,MIT + file LICENSE,NA,yes,3.5.0
sentimentr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.6.1,NA,MIT + file LICENSE,NA,no,3.5.1
seriation,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-3,NA,GPL-3,NA,yes,3.5.1
servr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.11,NA,GPL,NA,no,3.5.0
sessioninfo,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.1,NA,GPL-2,NA,no,3.5.1
settings,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.4,NA,GPL-3,NA,no,3.5.0
sf,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7-2,NA,GPL-2 | MIT + file LICENSE,NA,yes,3.5.2
sfsmisc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-3,NA,GPL (>= 2),NA,no,3.5.0
shape,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.4,NA,GPL (>= 3),NA,no,3.5.0
shapefiles,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7,NA,GPL,NA,NA,3.5.0
shiny,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.0,NA,GPL-3 | file LICENSE,NA,no,3.5.1
shinyapps,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4.1.4,NA,GPL-2,NA,NA,3.2.1
shinydashboard,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7.1,NA,GPL (>= 2) | file LICENSE,NA,no,3.5.1
shinydashboardPlus,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6.0,NA,GPL-2,NA,no,3.5.1
shinyDND,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,GPL-3,NA,no,3.5.0
shinyjs,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0,NA,AGPL-3,NA,no,3.5.0
shinystan,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.5.0,NA,GPL (>= 3),NA,no,3.5.0
shinythemes,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.2,NA,GPL-3 | file LICENSE,NA,no,3.5.1
showtext,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5-1,NA,Apache License (>= 2.0),NA,yes,3.5.0
showtextdb,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0,NA,Apache License (>= 2.0),NA,no,3.5.0
sigclust,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.0,NA,GPL (>= 2),NA,no,3.5.0
signal,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7-6,NA,GPL-2,NA,yes,3.5.0
simputation,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.2,NA,GPL-3,NA,yes,3.5.1
simulator,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,GPL-3,NA,no,3.5.0
sjlabelled,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.15,NA,GPL-3,NA,no,3.5.1
sjmisc,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.7.6,NA,GPL-3,NA,no,3.5.1
sjPlot,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.6.2,NA,GPL-3,NA,no,3.5.2
sjstats,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.17.2,NA,GPL-3,NA,no,3.5.1
skimr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.3,NA,GPL-3,NA,no,3.5.2
slam,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-44,NA,GPL-2,NA,yes,3.5.2
slidify,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5,NA,MIT,NA,NA,3.2.1
slidifyLibraries,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.1,NA,MIT,NA,NA,3.2.1
slipper,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.0.9000,NA,MIT,NA,NA,3.3.2
sna,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.4,NA,GPL (>= 2),NA,yes,3.5.0
snakecase,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.2,NA,GPL-3,NA,no,3.5.1
snow,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-3,NA,GPL,NA,no,3.5.1
SnowballC,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.5.1,NA,BSD_2_clause + file LICENSE,NA,yes,3.5.0
snowfall,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.84-6.1,NA,GPL,NA,no,3.5.0
sofa,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0,NA,MIT + file LICENSE,NA,no,3.5.0
SortableHTMLTables,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-3,NA,MIT,NA,NA,3.5.0
sortinghat,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1,NA,MIT + file LICENSE,NA,no,3.5.0
sos,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0-0,NA,GPL (>= 2),NA,no,3.5.0
sourcetools,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.7,NA,MIT + file LICENSE,NA,yes,3.5.0
sp,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3-1,NA,GPL (>= 2),NA,yes,3.5.0
spacetime,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2-2,NA,GPL (>= 2),NA,no,3.5.1
spacyr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0,NA,GPL-3,NA,no,3.5.0
spam,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.2-1,NA,LGPL-2 | BSD_3_clause + file LICENSE,NA,yes,3.5.2
sparkline,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0,NA,MIT + file LICENSE,NA,no,3.5.2
sparklyr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.3,NA,Apache License 2.0 | file LICENSE,NA,no,3.5.1
SparseM,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.77,NA,GPL (>= 2),NA,yes,3.5.0
spatial,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,7.3-11,recommended,GPL-2 | GPL-3,NA,yes,3.4.2
spData,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.9.6,NA,CC0,NA,no,3.5.1
spdep,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8-1,NA,GPL (>= 2),NA,yes,3.5.0
splancs,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.01-40,NA,GPL (>= 2),NA,yes,3.5.0
sqldf,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.4-11,NA,GPL-2,NA,no,3.5.0
sqliter,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,MIT + file LICENSE,NA,no,3.5.0
sqlutils,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2,NA,GPL,NA,no,3.5.0
SQUAREM,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2017.10-1,NA,GPL (>= 2),NA,no,3.5.0
srvyr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.3,NA,GPL-2 | GPL-3,NA,no,3.5.1
ssanv,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1,NA,GPL-3,NA,no,3.5.2
stable,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.3,NA,GPL (>= 2),NA,yes,3.5.1
stabledist,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.7-1,NA,GPL (>= 2),NA,no,3.5.0
StableEstim,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.1,NA,GPL (>= 2),NA,no,3.5.0
stabs,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.6-3,NA,GPL-2,NA,no,3.5.0
stackoverflow,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.0,NA,CC BY-SA 4.0,NA,no,3.5.1
StanHeaders,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.18.0-1,NA,BSD_3_clause + file LICENSE,NA,yes,3.5.0
stargazer,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,5.2.2,NA,GPL (>= 2),NA,no,3.5.0
statip,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,GPL-3,NA,yes,3.5.1
StatMatch,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.5,NA,GPL (>= 2),NA,no,3.5.0
statnet.common,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,4.1.4,NA,GPL-3 + file LICENSE,NA,yes,3.5.0
statsr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-1,NA,MIT + file LICENSE,NA,NA,3.3.0
stopwords,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.0,NA,MIT + file LICENSE,NA,no,3.5.0
stringdist,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.5.1,NA,GPL-3,NA,yes,3.5.0
stringi,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.4,NA,file LICENSE,yes,yes,3.5.0
stringr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.3.1,NA,GPL-2 | file LICENSE,NA,no,3.5.0
strptimer,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.0,NA,MIT + file LICENSE,NA,no,3.3.0
strucchange,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.5-1,NA,GPL-2 | GPL-3,NA,no,3.5.0
styler,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.0,NA,GPL-3,NA,no,3.5.0
subprocess,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8.3,NA,MIT + file LICENSE,NA,yes,3.5.1
SuppDists,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1-9.4,NA,GPL (>= 2),NA,yes,3.5.2
survey,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3.35,NA,GPL-2 | GPL-3,NA,no,3.5.0
survival,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.43-3,recommended,LGPL (>= 2),NA,yes,3.5.1
svglite,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.1,NA,GPL (>= 2),NA,yes,3.5.0
swirl,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.4.3,NA,MIT + file LICENSE,NA,no,3.5.0
sysfonts,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8,NA,GPL-2,NA,yes,3.5.1
syuzhet,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.4,NA,GPL-3,NA,no,3.5.0
tabulizer,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.2,NA,MIT + file LICENSE,NA,no,3.5.0
tabulizerjars,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0.1,NA,MIT + file LICENSE,NA,no,3.5.0
tau,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0-20,NA,GPL-2,NA,yes,3.5.0
tensorflow,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.10,NA,Apache License 2.0,NA,no,3.5.0
testthat,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,2.0.1,NA,MIT + file LICENSE,NA,yes,3.5.1
testthatsomemore,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1,NA,MIT + file LICENSE,NA,no,3.2.4
texreg,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.36.23,NA,GPL-2 | GPL-3,NA,no,3.5.0
textclean,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.9.3,NA,GPL-2,NA,no,3.5.0
textreuse,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1.4,NA,MIT + file LICENSE,NA,yes,3.5.0
textshape,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.6.0,NA,GPL-2,NA,no,3.5.0
tfestimators,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.9.1,NA,Apache License 2.0,NA,no,3.5.1
tfruns,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4,NA,Apache License 2.0,NA,no,3.5.1
TH.data,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.0-9,NA,GPL-3,NA,no,3.5.0
themebrightpeak,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.2,NA,file LICENSE,NA,NA,3.4.3
threejs,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3.1,NA,MIT + file LICENSE,NA,no,3.5.0
tibble,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.4.2,NA,MIT + file LICENSE,NA,yes,3.5.0
tidygraph,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.1.1,NA,MIT + file LICENSE,NA,yes,3.5.0
tidyjson,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.2,NA,MIT + file LICENSE,NA,no,3.4.0
tidymodels,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.2,NA,GPL-3 | file LICENSE,NA,no,3.5.0
tidyposterior,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.0.2,NA,GPL-2,NA,no,3.5.1
tidypredict,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.1,NA,GPL-3,NA,no,3.5.2
tidyr,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.8.2,NA,MIT + file LICENSE,NA,yes,3.5.1
tidyselect,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.5,NA,GPL-3,NA,yes,3.5.1
tidytext,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.2.0,NA,MIT + file LICENSE,NA,no,3.5.0
tidyverse,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.2.1,NA,GPL-3 | file LICENSE,NA,no,3.5.0
tiff,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.1-5,NA,GPL-2 | GPL-3,NA,yes,3.5.0
timeDate,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,3043.102,NA,GPL (>= 2),NA,no,3.5.0
timereg,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,1.9.2,NA,GPL (>= 2),NA,yes,3.5.0
timeROC,C:/Users/Karl Hailperin/Documents/R/win-library/3.5,0.3,NA,GPL (>= 2),NA,no,3.5.0
